timestamp,current_signal,previous_signal,switch_required,suggested_etf,allocator_return_pct,nifty_return_pct,alpha_pct
2026-06-04 15:06,MIDCAP,MIDCAP,False,MIDCPNIFTY ETF,210.45,185.53,24.92
2026-06-04 15:16,MIDCAP,MIDCAP,False,MIDCPNIFTY ETF,210.45,185.53,24.92
2026-06-05 13:38,MIDCAP,MIDCAP,False,MIDCPNIFTY ETF,209.26,184.92,24.34
2026-06-12 13:47,MIDCAP,MIDCAP,False,MIDCPNIFTY ETF,202.54,191.26,11.28
2026-06-19 13:55,MIDCAP,MIDCAP,False,MIDCPNIFTY ETF,208.74,191.47,17.27
2026-06-26 12:32,MIDCAP,MIDCAP,False,MIDCPNIFTY ETF,198.07,197.18,0.89
2026-07-03 12:28,MIDCAP,MIDCAP,False,MIDCPNIFTY ETF,196.8,191.16,5.65
